-3.01132,-4.42754,-5.36794,-5.91232,-6.2295,-6.6104,-7.44416,-9.03838,-11.8374,4.37625,3.39146,2.03269,2.22048,4.87151,9.45285,12.551,9.95616,9.35747,0.00537005,-0.00165613,-0.0527106,-0.145149,-0.240187,-0.29704,-0.339209,-0.420191,-0.57279,1.13033,1.63239,1.32895,0.64638,0.0384669,-0.247213,-0.149899,0.201076,0.459691
-2.57413,-4.12256,-5.65568,-7.2144,-8.73276,-9.99533,-10.7035,-11.0854,-13.9941,6.68158,6.99811,4.89875,2.79167,2.32227,4.74411,12.4795,27.1598,20.6502,-0.0456404,-0.113929,-0.201237,-0.29864,-0.39947,-0.492218,-0.561839,-0.618457,-0.820856,1.32441,2.04284,1.79162,1.08994,0.433175,0.0670131,0.0895932,0.61903,0.965298
-0.602752,-0.498643,-1.85805,-4.02095,-5.66272,-6.60784,-8.13836,-10.2433,-10.3259,4.79027,4.20542,2.65164,1.95185,2.96182,5.76332,9.61569,10.306,7.73796,0.504068,0.649515,0.360363,-0.10807,-0.397289,-0.417629,-0.394381,-0.444289,-0.480587,1.29349,1.79259,1.43588,0.661684,-0.00421815,-0.306733,-0.27275,0.0287056,0.327682
0.478868,-2.51539,-4.94241,-5.78705,-6.1919,-7.46122,-10.0079,-13.3935,-15.1283,4.58637,4.23995,4.33369,6.61051,11.0012,14.9613,14.1393,9.60242,11.3199,0.444427,0.0825577,-0.228356,-0.303076,-0.266393,-0.269206,-0.342827,-0.444568,-0.512633,1.57344,1.50433,0.77565,0.0245251,-0.419531,-0.47129,-0.173763,0.222889,0.439484
-3.02742,-4.38971,-5.65117,-6.35909,-6.29181,-6.10356,-6.83904,-8.6025,-10.4052,0.500018,-0.418216,0.806508,4.39451,8.77993,10.9152,8.79974,6.26784,7.4757,0.391479,0.234609,-0.160921,-0.457048,-0.490219,-0.38779,-0.352122,-0.313353,-0.0719553,1.37307,1.61805,1.04465,0.236757,-0.283891,-0.335734,-0.0728242,0.193052,0.326522
-2.93385,-3.67228,-4.32532,-5.32007,-6.27194,-6.27667,-5.48066,-6.05304,-9.40818,2.6764,-0.104592,-1.06839,-0.216042,2.22537,5.63904,7.52452,6.66492,8.10461,0.529862,0.774675,0.530652,-0.0410161,-0.523757,-0.584499,-0.344481,-0.242545,-0.314712,1.20681,1.31215,0.903654,0.383769,-0.0577641,-0.29057,-0.195288,0.10506,0.35124
0.163473,-1.2958,-4.23068,-6.4744,-7.13585,-7.30945,-8.2675,-9.80096,-12.2035,2.57109,3.57584,3.38535,2.57008,2.49482,6.21741,16.9787,27.3776,14.4848,0.703735,0.523712,-0.0256529,-0.430609,-0.489179,-0.386695,-0.351361,-0.391295,-0.492739,0.0587801,1.02297,1.93401,2.19837,1.62038,0.647838,0.00320928,0.0235637,0.415851
-2.70703,-3.98639,-5.02476,-5.95334,-6.93454,-8.11695,-9.43627,-10.4405,-12.0369,2.84895,1.80548,1.5804,3.57052,8.0315,13.7065,16.3989,11.9526,11.1924,0.00854819,-0.0498548,-0.124681,-0.205744,-0.291969,-0.385273,-0.483155,-0.569894,-0.713023,1.69834,1.64268,0.89872,0.15995,-0.230504,-0.240212,0.0294736,0.380179,0.701344
-3.05655,-2.96206,-2.62827,-3.45496,-5.9919,-8.87955,-9.14466,-7.2215,-9.20282,1.0649,-0.370082,0.177162,3.12196,7.28678,9.94126,8.5342,6.13105,8.16664,0.849709,1.50786,1.4931,0.788092,-0.175346,-0.791716,-0.710559,-0.270946,-0.185892,1.6608,1.82032,1.08332,0.150841,-0.472736,-0.605295,-0.327405,0.005904,0.154192
-2.92687,-4.08398,-5.12884,-6.03581,-6.58486,-6.83454,-7.16775,-7.81465,-10.0068,1.81976,-0.0721862,-0.989659,0.441309,4.3798,9.33505,11.3386,7.86009,7.48216,0.251304,0.26377,0.0241604,-0.297655,-0.475602,-0.467013,-0.43806,-0.486366,-0.656837,1.40223,1.7892,1.3209,0.529496,-0.0664524,-0.246886,-0.0775168,0.217025,0.467951
-3.08446,-3.83258,-4.26023,-4.64976,-5.19429,-6.05178,-7.45374,-9.69514,-12.2418,1.08869,-0.0304574,0.638422,3.65393,7.76062,10.0667,8.323,5.8877,7.35477,0.0115382,-0.0390928,-0.107403,-0.165577,-0.217872,-0.283183,-0.378697,-0.515046,-0.690666,1.24574,1.59281,1.1285,0.365628,-0.166263,-0.249835,-0.0221646,0.228239,0.409602
-2.59768,-3.6279,-4.6028,-5.5358,-6.38618,-7.07981,-7.33851,-7.36593,-9.60867,3.9285,3.30894,2.02243,1.94581,4.07425,7.67223,9.61206,7.4402,7.29304,0.126802,0.0790233,-0.0803324,-0.227086,-0.291924,-0.307054,-0.325668,-0.361582,-0.493229,0.87877,1.55799,1.51842,0.917133,0.203803,-0.221044,-0.200661,0.124062,0.335324
-1.93984,-2.6515,-3.4527,-4.45247,-5.63332,-6.77916,-7.47993,-7.8142,-9.65788,5.95001,5.71802,2.64222,-0.718454,-1.96777,-0.313532,4.31287,10.4835,7.42403,-0.0486381,-0.0724675,-0.11589,-0.171094,-0.234998,-0.305121,-0.383401,-0.470209,-0.602771,0.13941,1.05669,1.75349,1.76695,1.15371,0.410448,0.00734456,0.0677452,0.325612
-2.7988,-3.98179,-4.72408,-5.09576,-5.30392,-5.795,-7.37425,-11.0473,-15.725,1.8547,0.841058,1.01548,3.59077,8.33717,12.8214,12.6692,8.05524,8.18813,0.00840888,-0.00973293,-0.0562962,-0.130829,-0.21881,-0.298213,-0.391286,-0.546495,-0.755299,1.37613,1.64769,1.13389,0.387129,-0.123154,-0.229549,-0.0219436,0.263568,0.445557
-2.62817,-3.13709,-3.58213,-4.78044,-6.79757,-8.45972,-8.96936,-9.71216,-11.2754,3.632,2.17657,0.810599,1.46518,5.1994,11.8187,17.6312,14.5877,10.9982,0.159873,0.417745,0.521035,0.294516,-0.192031,-0.559415,-0.561082,-0.501159,-0.597763,1.69706,1.82197,1.15177,0.369747,-0.130641,-0.268163,-0.0881716,0.269917,0.604506
-1.01783,-0.608266,-1.34179,-3.18444,-4.80936,-5.1851,-5.32201,-7.04858,-10.1461,5.87117,1.72461,-0.723319,-0.330631,2.10868,5.4687,7.84903,7.2944,8.3582,0.449803,0.718698,0.544728,0.0717245,-0.310001,-0.351243,-0.229504,-0.203306,-0.221177,0.742352,1.29976,1.22881,0.80479,0.27239,-0.165922,-0.276877,-0.00447652,0.230425
-3.27067,-4.95387,-6.04763,-6.11381,-5.06302,-4.34133,-7.17342,-12.3197,-10.8958,3.28107,2.5862,2.32308,3.75173,6.80346,9.75684,9.67906,7.12466,8.1817,-0.0958008,-0.136622,-0.0738638,0.200559,0.6357,0.828369,0.24446,-0.568587,-0.311904,1.08096,1.42041,1.01772,0.299198,-0.289191,-0.493939,-0.280838,0.0639676,0.180194
-2.84345,-4.4299,-5.56163,-6.06381,-6.44839,-8.13686,-11.6272,-12.2689,-9.78634,0.919915,-0.252627,0.448764,3.50674,7.40165,9.22667,7.49585,5.79514,7.54022,0.0211723,0.408022,0.911087,1.23314,1.01321,0.181324,-0.697868,-0.723595,-0.240301,1.1262,1.60091,1.22889,0.390119,-0.316423,-0.500156,-0.235562,0.0381126,0.13723
-2.73132,-3.80547,-4.67867,-5.33459,-5.60946,-5.56395,-6.14218,-7.78186,-9.46439,4.19909,4.63603,3.75811,2.98346,3.78108,6.01732,7.31802,6.86509,7.8304,-0.0974187,-0.106674,-0.0774825,0.0257168,0.210626,0.370043,0.225391,-0.16085,-0.140932,-0.127589,0.300932,0.778666,0.930219,0.574181,0.00535003,-0.204774,-0.01714,0.063768
-2.95499,-3.61862,-3.01254,-1.96454,-2.47451,-6.25703,-11.1581,-11.9325,-12.6792,6.9073,8.3599,8.85819,8.81319,7.95326,6.85189,7.03416,8.71544,11.5323,-0.0302814,0.189279,0.525696,0.798044,0.739539,0.272935,-0.164154,-0.0322566,0.224662,0.398706,-0.162605,-0.634504,-0.723885,-0.468312,-0.135796,-0.0155322,-0.0819077,-0.151685
-1.7837,-2.24399,-3.95427,-6.31162,-7.71367,-7.35104,-6.79411,-8.21402,-11.6301,2.41935,1.00396,-0.514673,-0.284032,3.06904,9.79955,16.9667,15.5737,9.54038,0.869512,0.989041,0.427566,-0.336324,-0.746045,-0.644598,-0.405939,-0.394041,-0.540947,1.30251,2.04757,1.86457,1.06624,0.239852,-0.206259,-0.210364,0.0917476,0.422134
