,p1,p2,p3,output,d1,d2,d3
0,-0.7696473502762229,0.9443415530627219,-0.8551558115863349,0.24313501358139056,-0.3342428690346058,0.4425538462591516,0.22089670124355232
1,0.7897322379888847,0.00841495603125697,0.9464781884447195,0.08699248505870921,0.022061489900190356,0.11268652796110477,0.1644137710165025
2,-0.22602315230078562,-0.29490454057925386,-0.2140385400092062,0.03177831693619522,0.07618152366477285,-0.1725900620493116,-0.13959088414496304
3,-0.5296214191752693,0.3637395906088208,-0.2393287871604466,0.08524617264305279,-0.20059149739414778,0.2781655843875755,0.15428584443592552
4,-0.4584819960728381,-0.022815076872729767,0.7309940002639064,0.1588374197018326,-0.230829608240506,0.4084233296126178,0.3025494456134115
5,-0.7618702672975031,-0.6905224803730767,0.809697549852535,0.035656000616860604,-0.10660445978670471,0.1646351458485682,0.12816823052972737
6,-0.33672161758041397,0.01011561087291346,-0.18594553413836978,0.00856470400332458,-0.05175086383319337,0.04174684665310289,0.0038641499710702952
7,-0.7090729075423583,-0.7492703880928624,0.213212328660896,0.021151394844083696,0.028866357158063072,-0.10990076732776577,-0.09180636608551371
8,0.3036794358336976,0.4740412924212687,0.514545454332983,0.13446810904202333,-0.16659361486249036,0.36068510921189223,0.28869682256475837
9,0.8780237964119111,-0.23778648141456404,0.8396432234460292,0.08159432921349988,0.13977064844669984,-0.09177890705267147,0.02220338252505774
10,-0.8902212345638685,-0.17297371799214578,-0.34167750926889506,0.04262653732114232,-0.09989992090464289,0.05652299537632148,-0.017844418255863442
11,-0.7585672161164709,0.8792281560773973,-0.14563413967299832,0.4295032747196063,-0.43494799845058835,0.6710874558093134,0.4186499770979184
12,-0.25249352420712734,-0.7500492495131916,0.7228611993323095,0.013079639948478841,0.0499645611250418,-0.06206125822133168,-0.010754474218636956
13,-0.23940371600000132,0.49524129820877505,-0.5631447349409455,0.03341167207808278,-0.11573158679479922,0.1368716316907731,0.05090647318328226
14,0.4822724385626245,-0.5495675951276597,-0.14199648225438333,0.2399137152798702,0.31453012278607895,-0.51007233211115,-0.3367618379246051
15,-0.22468105089775658,0.30285800184442646,-0.1890341271881506,0.029547405414776958,-0.11675076555675543,0.16712763636947525,0.0939132850600401
16,-0.5469105380963841,-0.7290887615245161,-0.6108289528448247,0.22589740723044796,0.2054685890191742,-0.46130003131411884,-0.37299980863730636
17,-0.11152499250270309,0.6629954044376329,-0.4565728722929274,0.056140032318813815,-0.15658136112623075,0.22953116969756676,0.12563335373968096
18,0.5435688359990092,0.9295294002425267,0.189760169348673,0.16920634096616902,-0.19605327953820723,0.4141644695790249,0.3162048394091722
19,0.006153498060038176,0.9643252636263484,0.09988889896117592,0.293217632780934,-0.32068629849317304,0.5692790727715338,0.3948228137491304
20,-0.9922172883738878,-0.8879002325038843,0.6849218908674779,0.02126312270170999,-0.07787448544997011,0.0810887837358008,0.05439537711669107
21,-0.6312399325886362,0.5470268056597078,-0.6184396822526876,0.10427817898887827,-0.2167374074012069,0.2684465818138898,0.12144179417136727
22,-0.7520320837087389,-0.03559719279994478,0.09107885198539689,0.07199750951226322,-0.18565075221850194,0.25235135760354305,0.14671569338220605
23,-0.34139253512695666,0.9617038479301185,-0.2871057556058578,0.2651919590899986,-0.3358960079696408,0.5314436679536595,0.3322117027840159
24,-0.43471709183582363,-0.9673811748108516,-0.61175307896178,0.3849895734514144,0.3079292856107979,-0.6289297251452062,-0.4829178703139132
25,-0.09937552344225131,-0.4958843525634815,0.9446826933208041,0.034107319637023396,-0.032249020048852245,0.11396848097760975,0.1286411440451247
26,-0.6273793837757211,0.15297223616471056,-0.058274275993701385,0.07494478105092899,-0.18914660678816358,0.26085742983847493,0.14896905577475797
27,0.14721251325165707,0.025410296247304842,-0.29672917934379406,0.020303231796505415,0.07923549742075592,-0.14456436952236357,-0.10991649155452834
28,-0.7939832002114506,0.2563754266298921,-0.5462465844274431,0.07685025540231288,-0.176672582145614,0.18635180363467826,0.06288474014545067
29,0.9615184353943471,-0.7032401518508475,0.21767222445037637,0.37480763233859316,0.4155965165540193,-0.6106417837087847,-0.36484337208176154
30,-0.932417204997918,0.5046057894928697,-0.8655226701755983,0.13614580352362957,-0.23265273336910575,0.24679965801592363,0.07992204363815164
31,-0.7508467347060463,-0.20977274426086567,-0.48828382892287014,0.04257676654634457,-0.02911830661809503,-0.06326382869144107,-0.10243861813242891
32,0.397780481132473,-0.8253484794685493,0.34844381146101266,0.19753630272472034,0.29566447433483845,-0.45065349870609495,-0.2711574383638612
33,0.49286962116356037,0.9894991130834367,0.4054825204295047,0.2886141385474312,-0.26488943034801726,0.5448612804981132,0.41591059534624736
34,-0.9220956780430283,0.19096537316176887,-0.21432796194302584,0.12531715880937502,-0.24481908569635955,0.31604657153930504,0.16547656382902498
35,-0.5074722836980023,0.8684490409268983,-0.8269981815174372,0.14231830537175627,-0.2520838422585232,0.3283615980931587,0.1553259368434368
