,p1,p2,p3,output
0,-0.21498941288121287,-0.9306608014964854,-0.2850800756544747,0.2842922913483542
1,-0.4888629650117349,0.4727845645074571,0.7799374735290376,0.4656846801104867
2,0.41405593754936176,0.1164165435426141,0.13906494113013323,0.008261553634604324
3,-0.34791655245719344,-0.18207115935439067,0.4623955530429249,0.033809673000867166
4,-0.7841530245117083,-0.2722401131571679,-0.7719487892056298,0.09487440388912806
5,0.6253305689980562,-0.05899287864389202,-0.04659991333630398,0.06614672325833618
6,-0.7677178705688821,0.36382258660369793,-0.1813344134396666,0.1517505980035446
7,0.1777151597771769,-0.9462660295329062,-0.5274249269268199,0.5535173517754115
8,0.839420807088715,-0.6306981676684662,0.47559621629433635,0.2147983296521453
9,-0.12743503829702396,-0.8545304892176309,-0.6871874909732478,0.45072394429776186
10,0.0952933468646151,0.858513171591389,0.25302964185676924,0.26709228034897
11,-0.08152747733633481,0.993842722339211,-0.8593098481081478,0.08144259219071653
12,0.023333355854691318,0.7945904464957927,-0.09889748259175324,0.14111216053818462
13,-0.14209391759382384,-0.38196978582077024,0.24347639423775136,0.005914602138403939
14,0.41235460526472356,-0.784282132936224,0.8719983408160881,0.09179049614352526
15,0.584654006063511,-0.6316881275945003,-0.23750760251794412,0.35806449409342334
16,-0.3004406074974004,0.6184500547741625,-0.8754393951702966,0.04601350795579351
17,0.04727644536107345,0.850026590990653,-0.3876691410212696,0.08989387482255226
18,-0.4269792878811005,0.5393919587609703,0.9824372722731809,0.6012273893096869
19,-0.9140447550572735,0.2669343766095771,-0.9103435312877737,0.09116347039640642
20,-0.6034341141833015,0.0949423664815563,-0.6706872594102611,0.040754078879625885
21,0.8518085632238201,0.0810771208482286,-0.5277803214082335,0.1737021304519259
22,0.7104561631038906,0.8453496818760604,-0.8043790006027967,0.013830934705365311
23,0.09260132929894249,0.014041526417122308,0.7944735688028575,0.09180148082504541
24,-0.7864281870747347,0.08883112100088564,-0.2733498189057184,0.06376280403381157
25,-0.17173644685804268,0.5429215736816848,0.8202964674339714,0.41376561980563586
26,0.12445657939807808,0.695712409567139,-0.43146425243572484,0.03378615896247705
27,-0.12119632081869947,0.904033595399599,0.5468004593896147,0.5080470308766024
28,-0.6835942404063537,0.07220021056281523,-0.9273911382291287,0.07316301494021198
29,-0.48805948448129755,0.46443408183761203,-0.07891226360052106,0.1403642797732824
30,0.42820957179221564,0.7265327741021745,0.09723653971305413,0.09067694113522563
31,-0.41518531500082934,-0.6133091322164346,-0.8958464937893944,0.313773052685366
32,-0.7427632620015174,0.7518289275707244,-0.23188947536032645,0.31174403837173004
33,0.692671998936975,-0.4326480399579513,-0.27431842460914946,0.29413512663585284
34,-0.7542250764104963,-0.11239382014188015,0.045589862426850036,0.04955912958601293
35,0.854885791859648,-0.36024282212048075,0.47703962766421504,0.12095651173726638
36,-0.3915485672902008,-0.9698552596674566,-0.7510398334813533,0.47160919175687865
37,-0.1497972209297327,0.6303117569831287,0.47527676886483294,0.30374968555364384
38,0.13690399949039733,-0.040846907016206746,0.051101463427464244,0.002885943990561266
39,-0.6024085224184232,-0.4178995777721082,-0.6294040331798676,0.10817639882485638
40,-0.7067825480382883,0.8564624380113881,-0.452118668831607,0.2844859377059086
41,0.998677751858706,0.8736275395622664,0.31843802285063316,0.12101339630783255
42,0.5789651685017467,-0.020119772289995508,-0.4055584673401089,0.1142261456455728
43,0.5702061993493164,0.2084379074432945,-0.16095656959473903,0.021038572053793093
44,0.7789750315841868,0.9446091070910436,0.7195267626959407,0.3280152717473925
45,0.37959878123561563,0.3397028129553399,-0.750116119092443,0.05091915539079339
46,-0.486252828713742,-0.835480818043081,-0.9834675343167971,0.47292084621008057
47,-0.5179835694312869,-0.8973863668622482,0.13936595992337075,0.07659036861954556
48,0.9856743030966799,0.27010887872507117,0.8124998520721087,0.10031404702352276
49,-0.9803570932037202,-0.707015203902466,0.35204782517032185,0.02074508855099925
50,0.9167516268906406,0.3105464999697811,-0.4852981984376854,0.09585420093108782
51,0.8500070449388442,0.7656253116704552,0.7335130245480226,0.2317372066842484
52,-0.9756175079799796,0.46883037173989073,-0.8715447844637783,0.13701772708085336
53,0.824071706614163,0.8754950119415768,-0.023377161836363403,0.06147883229658972
54,-0.9751894535800569,-0.043769985206630224,-0.3665792757056323,0.06633044803666957
55,0.05823365264473157,0.8785906668162822,-0.8480393848549588,0.03856847505996154
56,0.3197227225656709,0.3015826452547079,-0.8526750599281638,0.07237818904004473
57,-0.8097103555811853,-0.3858323315654255,-0.7931878668796124,0.12421858908665896
58,0.2997830734731384,0.3511594889080121,-0.5392483217159771,0.014319305587583046
59,0.009913484908481651,-0.9732486126935678,0.9011973660652874,0.06051179367765865
60,-0.5759337056648735,0.14806724641343272,0.9140882443357217,0.3480911404238455
61,0.3835592061259414,-0.46707947173767983,0.7939222541521385,0.04099113933278052
