18.925,17.24375,0.001015625,-0.1275,0.1125,-0.10625,0.01875
19.925,14.99375,0.001890625,0.1725,-0.1875,-0.15625,0.16875
23.925,16.79375,0.001390625,-0.0675,0.0525,0.04375,-0.03125
21.925,14.09375,0.001140625,0.0525,0.1725,-0.05625,-0.13125
17.925,15.89375,0.001640625,-0.1875,-0.0675,0.14375,0.06875
17.425,15.21875,0.001078125,-0.0975,-0.0375,0.11875,0.14375
21.425,17.01875,0.001578125,0.1425,0.2025,-0.08125,-0.05625
23.425,14.31875,0.001828125,-0.2175,0.0825,0.01875,-0.15625
19.425,16.11875,0.001328125,0.0225,-0.1575,-0.18125,0.04375
18.425,13.86875,0.001703125,-0.0375,0.0225,-0.13125,0.19375
22.425,15.66875,0.001203125,0.2025,-0.2175,0.06875,-0.00625
20.425,14.76875,0.001453125,-0.1575,-0.0975,-0.03125,-0.10625
16.425,16.56875,0.001953125,0.0825,0.1425,0.16875,0.09375
16.4875,15.134375,0.0014453125,0.14625,-0.13875,0.146875,-0.040625
20.4875,16.934375,0.0019453125,-0.09375,0.10125,-0.053125,0.159375
22.4875,14.234375,0.0016953125,0.02625,0.22125,0.046875,0.059375
18.4875,16.034375,0.0011953125,-0.21375,-0.01875,-0.153125,-0.140625
19.4875,13.784375,0.0018203125,0.20625,0.16125,-0.103125,-0.090625
23.4875,15.584375,0.0013203125,-0.03375,-0.07875,0.096875,0.109375
21.4875,14.684375,0.0010703125,0.08625,-0.19875,-0.003125,0.009375
17.4875,16.484375,0.0015703125,-0.15375,0.04125,0.196875,-0.190625
17.9875,14.459375,0.0011328125,-0.00375,0.07125,0.171875,-0.015625
21.9875,16.259375,0.0016328125,0.23625,-0.16875,-0.028125,0.184375
23.9875,15.359375,0.0018828125,-0.12375,-0.04875,0.071875,0.084375
19.9875,17.159375,0.0013828125,0.11625,0.19125,-0.128125,-0.115625
18.9875,14.909375,0.0015078125,-0.06375,-0.10875,-0.178125,-0.065625
22.9875,16.709375,0.0010078125,0.17625,0.13125,0.021875,0.134375
20.9875,14.009375,0.0012578125,-0.18375,0.01125,-0.078125,0.034375
16.9875,15.809375,0.0017578125,0.05625,-0.22875,0.121875,-0.165625
17.2375,14.121875,0.0016640625,0.07125,-0.00375,0.009375,0.171875
21.2375,15.921875,0.0011640625,-0.16875,0.23625,-0.190625,-0.028125
23.2375,15.021875,0.0014140625,0.19125,0.11625,0.109375,-0.128125
19.2375,16.821875,0.0019140625,-0.04875,-0.12375,-0.090625,0.071875
20.2375,15.471875,0.0010390625,0.01125,0.05625,-0.040625,0.121875
24.2375,17.271875,0.0015390625,-0.22875,-0.18375,0.159375,-0.078125
22.2375,14.571875,0.0017890625,0.13125,-0.06375,-0.140625,-0.178125
18.2375,16.371875,0.0012890625,-0.10875,0.17625,0.059375,0.021875
17.7375,14.796875,0.0019765625,-0.19875,0.20625,0.084375,0.196875
21.7375,16.596875,0.0014765625,0.04125,-0.03375,-0.115625,-0.003125
23.7375,13.896875,0.0012265625,-0.07875,-0.15375,0.184375,-0.103125
19.7375,15.696875,0.0017265625,0.16125,0.08625,-0.015625,0.096875
18.7375,14.346875,0.0013515625,-0.13875,-0.21375,-0.065625,0.146875
22.7375,16.146875,0.0018515625,0.10125,0.02625,0.134375,-0.053125
20.7375,15.246875,0.0016015625,-0.01875,0.14625,-0.165625,-0.153125
16.7375,17.046875,0.0011015625,0.22125,-0.09375,0.034375,0.046875
16.6125,14.178125,0.0019296875,-0.07125,0.00375,-0.009375,-0.146875
20.6125,15.978125,0.0014296875,0.16875,-0.23625,0.190625,0.053125
22.6125,15.078125,0.0011796875,-0.19125,-0.11625,-0.109375,0.153125
18.6125,16.878125,0.0016796875,0.04875,0.12375,0.090625,-0.046875
19.6125,14.628125,0.0013046875,-0.01125,-0.05625,0.040625,-0.196875
23.6125,16.428125,0.0018046875,0.22875,0.18375,-0.159375,0.003125
21.6125,13.728125,0.0015546875,-0.13125,0.06375,0.140625,0.103125
17.6125,15.528125,0.0010546875,0.10875,-0.17625,-0.059375,-0.096875
18.1125,15.303125,0.0017421875,0.19875,-0.20625,-0.084375,-0.121875
22.1125,17.103125,0.0012421875,-0.04125,0.03375,0.115625,0.078125
24.1125,14.403125,0.0014921875,0.07875,0.15375,-0.184375,0.178125
20.1125,16.203125,0.0019921875,-0.16125,-0.08625,0.015625,-0.021875
19.1125,13.953125,0.0011171875,0.13875,0.21375,0.065625,-0.171875
23.1125,15.753125,0.0016171875,-0.10125,-0.02625,-0.134375,0.028125
21.1125,14.853125,0.0018671875,0.01875,-0.14625,0.165625,0.128125
17.1125,16.653125,0.0013671875,-0.22125,0.09375,-0.034375,-0.071875
16.8625,14.965625,0.0012109375,-0.14625,0.13875,-0.146875,0.065625
20.8625,16.765625,0.0017109375,0.09375,-0.10125,0.053125,-0.134375
22.8625,14.065625,0.0019609375,-0.02625,-0.22125,-0.046875,-0.034375
18.8625,15.865625,0.0014609375,0.21375,0.01875,0.153125,0.165625
19.8625,14.515625,0.0015859375,-0.20625,-0.16125,0.103125,0.015625
23.8625,16.315625,0.0010859375,0.03375,0.07875,-0.096875,-0.184375
21.8625,15.415625,0.0013359375,-0.08625,0.19875,0.003125,-0.084375
17.8625,17.215625,0.0018359375,0.15375,-0.04125,-0.196875,0.115625
17.3625,13.840625,0.0013984375,0.00375,-0.07125,-0.171875,0.090625
21.3625,15.640625,0.0018984375,-0.23625,0.16875,0.028125,-0.109375
23.3625,14.740625,0.0016484375,0.12375,0.04875,-0.071875,-0.009375
19.3625,16.540625,0.0011484375,-0.11625,-0.19125,0.128125,0.190625
18.3625,15.190625,0.0017734375,0.06375,0.10875,0.178125,0.040625
22.3625,16.990625,0.0012734375,-0.17625,-0.13125,-0.021875,-0.159375
20.3625,14.290625,0.0010234375,0.18375,-0.01125,0.078125,-0.059375
16.3625,16.090625,0.0015234375,-0.05625,0.22875,-0.121875,0.140625
16.39375,14.895312,0.0017851563,0.211875,-0.016875,-0.0328125,-0.0140625
20.39375,16.695312,0.0012851563,-0.028125,0.223125,0.1671875,0.1859375
22.39375,13.995313,0.0010351563,0.091875,0.103125,-0.1328125,0.0859375
18.39375,15.795312,0.0015351563,-0.148125,-0.136875,0.0671875,-0.1140625
19.39375,14.445312,0.0014101562,0.151875,0.043125,0.0171875,-0.0640625
23.39375,16.245313,0.0019101562,-0.088125,-0.196875,-0.1828125,0.1359375
21.39375,15.345313,0.0016601562,0.031875,-0.076875,0.1171875,0.0359375
17.39375,17.145312,0.0011601562,-0.208125,0.163125,-0.0828125,-0.1640625
17.89375,13.770312,0.0015976562,-0.118125,0.193125,-0.0578125,-0.0390625
21.89375,15.570312,0.0010976563,0.121875,-0.046875,0.1421875,0.1609375
23.89375,14.670312,0.0013476562,-0.238125,-0.166875,-0.1578125,0.0609375
19.89375,16.470312,0.0018476562,0.001875,0.073125,0.0421875,-0.1390625
18.89375,15.120313,0.0012226563,-0.058125,-0.226875,0.0921875,-0.0890625
22.89375,16.920313,0.0017226563,0.181875,0.013125,-0.1078125,0.1109375
20.89375,14.220313,0.0019726563,-0.178125,0.133125,0.1921875,0.0109375
16.89375,16.020312,0.0014726563,0.061875,-0.106875,-0.0078125,-0.1890625
17.14375,14.332812,0.0010664063,0.046875,-0.121875,-0.1203125,0.1984375
21.14375,16.132812,0.0015664063,-0.193125,0.118125,0.0796875,-0.0015625
23.14375,15.232812,0.0018164063,0.166875,0.238125,-0.0203125,-0.1015625
19.14375,17.032812,0.0013164063,-0.073125,-0.001875,0.1796875,0.0984375
20.14375,14.782813,0.0016914062,0.106875,0.178125,0.1296875,0.1484375
24.14375,16.582812,0.0011914062,-0.133125,-0.061875,-0.0703125,-0.0515625
22.14375,13.882812,0.0014414062,0.226875,-0.181875,0.0296875,-0.1515625
20.3,15.5,0.0015,0.0,0.0,0.0,0.0
22.3,14.6,0.00175,-0.12,0.12,-0.1,0.1
18.3,16.4,0.00125,0.12,-0.12,0.1,-0.1
19.3,15.05,0.001625,-0.18,0.18,0.15,-0.15
23.3,16.85,0.001125,0.06,-0.06,-0.05,0.05
21.3,14.15,0.001375,-0.06,-0.18,0.05,0.15
17.3,15.95,0.001875,0.18,0.06,-0.15,-0.05
17.8,14.825,0.0013125,0.09,0.03,-0.125,-0.175
21.8,16.625,0.0018125,-0.15,-0.21,0.075,0.025
23.8,13.925,0.0015625,0.21,-0.09,-0.025,0.125
19.8,15.725,0.0010625,-0.03,0.15,0.175,-0.075
18.8,14.375,0.0019375,0.03,-0.03,0.125,-0.125
22.8,16.175,0.0014375,-0.21,0.21,-0.075,0.075
20.8,15.275,0.0011875,0.15,0.09,0.025,0.175
16.8,17.075,0.0016875,-0.09,-0.15,-0.175,-0.025
17.05,15.3875,0.00184375,-0.045,-0.105,-0.0625,0.0125
21.05,17.1875,0.00134375,0.195,0.135,0.1375,-0.1875
23.05,14.4875,0.00109375,-0.165,0.015,-0.1625,-0.0875
19.05,16.2875,0.00159375,0.075,-0.225,0.0375,0.1125
20.05,14.0375,0.00146875,-0.105,0.075,0.0875,0.0625
24.05,15.8375,0.00196875,0.135,-0.165,-0.1125,-0.1375
22.05,14.9375,0.00171875,-0.225,-0.045,0.1875,-0.0375
